source_file,part_id,dimension_id,nominal_value,unit,measured_feature,tolerance_type,plus,minus,lower_limit,upper_limit,confidence_score,source_page,requires_human_review
Data\5377631-01-Rare_case.pdf,5377631-01,D17,26.4,degree,Angle from Datum E,missing,,,,,0.7819999999999999,4,False
Data\5377631-01-Rare_case.pdf,5377631-01,D18,31.2,degree,Angle from Datum E,missing,,,,,0.7819999999999999,4,False
Data\5377631-01-Rare_case.pdf,5377631-01,D19,0.0,mm,Minimum positive height above flange,unilateral,,0.0,,,0.39999999999999997,4,True
Data\5377631-01-Rare_case.pdf,5377631-01,D20,7.53,mm,Diameter of hole DM,bilateral,0.01,-0.01,,,0.986,4,False
Data\5377631-01-Rare_case.pdf,5377631-01,D21,1.4,mm,Height/thickness,unilateral,0.13,0.0,,,0.9649999999999999,4,False
Data\5377631-01-Rare_case.pdf,5377631-01,D22,0.17,mm,Radius,bilateral,0.0,0.0,,,0.986,4,False
Data\5377631-01-Rare_case.pdf,5377631-01,D23,10.67,mm,Diameter,missing,,,,,0.7819999999999999,4,False
Data\5377631-01-Rare_case.pdf,5377631-01,D24,1.41,mm,Minimum length,unilateral,,0.0,,,0.9649999999999999,4,False
Data\5377631-01-Rare_case.pdf,5377631-01,D25,6.0,mm,Diameter of hole DN,missing,,,,,0.7819999999999999,4,False
Data\5377631-01-Rare_case.pdf,DA,D26,7.55,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DA,D27,41.15,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DA,D28,64.25,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DA,D29,127.55,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DA,D30,170.75,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DA,D31,213.95,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DA,D32,257.15,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DA,D33,295.55,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DA,D34,329.15,degree,Angle for DA,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D35,2.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D36,189.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D37,12.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D38,194.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D39,17.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D40,204.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D41,36.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D42,209.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D43,45.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D44,218.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D45,50.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D46,223.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D47,55.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D48,228.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D49,60.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D50,233.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D51,65.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D52,237.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D53,74.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D54,247.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D55,79.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D56,252.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D57,89.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D58,261.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D59,93.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D60,266.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D61,103.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D62,276.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D63,108.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D64,281.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D65,117.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D66,290.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D67,122.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D68,300.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D69,132.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D70,305.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D71,137.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D72,309.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D73,141.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D74,314.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D75,146.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D76,319.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D77,151.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D78,324.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D79,161.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D80,338.75,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D81,165.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D82,343.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D83,175.55,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D84,348.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D85,180.35,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D86,353.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D87,185.15,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DG,D88,357.95,degree,Angle for DG,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DD,D89,21.95,degree,Angle for DD,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DD,D90,69.95,degree,Angle for DD,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DD,D91,113.15,degree,Angle for DD,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DD,D92,156.35,degree,Angle for DD,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DD,D93,199.55,degree,Angle for DD,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DD,D94,242.75,degree,Angle for DD,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DD,D95,285.95,degree,Angle for DD,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,DD,D96,333.95,degree,Angle for DD,missing,,,,,0.79985,4,False
Data\5377631-01-Rare_case.pdf,5377631-01,D1,35.11,mm,linear dimension,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D2,6.4,degree,angle,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D3,6.4,mm,hole diameter,bilateral,0.025,0.025,,,0.986,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D4,80.2,mm,linear dimension,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D5,6.4,mm,hole diameter,bilateral,0.025,0.025,,,0.986,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D6,30.518,degree,angle EA,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D7,90.518,degree,angle EA,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D8,133.15,degree,angle EA,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D9,180.518,degree,angle EA,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D10,227.887,degree,angle EA,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D11,270.518,degree,angle EA,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D12,330.518,degree,angle EA,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D13,10.0,degree,angle EC,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,5377631-01,D14,200.0,degree,angle EC,missing,,,,,0.7819999999999999,5,False
Data\5377631-01-Rare_case.pdf,drawing_feature_1,D1,8.71,mm,diameter of 77 holes,bilateral,0.13,0.13,,,0.986,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_1,D2,0.343,inch,diameter of 77 holes,bilateral,0.005,0.005,,,0.986,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_2,D3,831.85,mm,large outer diameter,missing,,,,,0.7938999999999999,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_2,D4,32.75,inch,large outer diameter,missing,,,,,0.7938999999999999,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_3,D5,53.863,degree,angular dimension,missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_4,D6,0.17,mm,radius,bilateral,0.09,0.09,,,0.986,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_5,D7,1.4,mm,linear dimension,bilateral,0.13,0.13,,,0.986,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_6,D8,10.67,mm,diameter,missing,,,,,0.7879499999999999,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_7,D9,1.41,mm,minimum linear dimension,limit,,,1.41,,0.407,6,True
Data\5377631-01-Rare_case.pdf,drawing_feature_8,D10,7.53,mm,linear dimension,bilateral,0.01,0.01,,,0.986,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_9,D11,48.015,mm,height of flange section,missing,,,,,0.7879499999999999,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_10,D12,11.5,degree,angular dimension,missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,drawing_feature_11,D13,6.4,mm,diameter,bilateral,0.025,0.025,,,0.986,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D14,4.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D15,8.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D16,13.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D17,18.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D18,24.65,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D19,31.3,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D20,38.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D21,45.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D22,49.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D23,53.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D24,56.8,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D25,60.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D26,64.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D27,68.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D28,73.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D29,81.9,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D30,85.9,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D31,91.3,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D32,94.7,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D33,98.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D34,103.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D35,108.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D36,112.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D37,116.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D38,120.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D39,124.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D40,128.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D41,133.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D42,138.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D43,144.65,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D44,151.3,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D45,156.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D46,158.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D47,163.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D48,168.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D49,172.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D50,176.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D51,180.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D52,184.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D53,188.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D54,193.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D55,198.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D56,204.65,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D57,211.3,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D58,216.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D59,223.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D60,228.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D61,232.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D62,236.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D63,240.8,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D64,243.8,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D65,249.8,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D66,253.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D67,258.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D68,261.9,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D69,265.8,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D70,271.3,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D71,274.7,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D72,278.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D73,283.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D74,288.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D75,292.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D76,296.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D77,300.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D78,304.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D79,308.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D80,313.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D81,318.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D82,322.85,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D83,327.7,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D84,332.5,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D85,336.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D86,338.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D87,343.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D88,348.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D89,352.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D90,356.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_7_FA,D91,360.0,degree,angular position FA (Table 7),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_8_FB,D92,10.5,degree,angular position FB (Table 8),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_8_FB,D93,70.5,degree,angular position FB (Table 8),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_8_FB,D94,105.5,degree,angular position FB (Table 8),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_8_FB,D95,160.5,degree,angular position FB (Table 8),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_8_FB,D96,195.5,degree,angular position FB (Table 8),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_8_FB,D97,225.5,degree,angular position FB (Table 8),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_8_FB,D98,280.5,degree,angular position FB (Table 8),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_8_FB,D99,315.5,degree,angular position FB (Table 8),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_9_FG,D100,0.0,degree,angular position FG (Table 9),missing,,,,,0.4075,6,True
Data\5377631-01-Rare_case.pdf,Table_9_FG,D101,45.0,degree,angular position FG (Table 9),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_9_FG,D102,90.0,degree,angular position FG (Table 9),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_9_FG,D103,124.054,degree,angular position FG (Table 9),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_9_FG,D104,162.973,degree,angular position FG (Table 9),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_9_FG,D105,197.027,degree,angular position FG (Table 9),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_9_FG,D106,235.946,degree,angular position FG (Table 9),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_9_FG,D107,270.0,degree,angular position FG (Table 9),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,Table_9_FG,D108,315.0,degree,angular position FG (Table 9),missing,,,,,0.7819999999999999,6,False
Data\5377631-01-Rare_case.pdf,5377631-01,D1,19.197,mm,Overall width,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D2,10.7,mm,Internal vertical dimension,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D3,8.437,mm,Internal horizontal dimension,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D4,3.9,mm,Wall thickness/offset,bilateral,0.1,0.1,,,0.986,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D5,16.86,mm,Feature width,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D6,8.43,mm,Horizontal distance between features,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D7,1.0,mm,Radius,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D8,2.55,mm,Internal feature dimension,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D9,8.15,mm,Internal feature height,bilateral,0.1,0.1,,,0.986,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D10,22.787,mm,Basic height dimension,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D11,14.95,mm,Feature length/height,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D12,8.89,mm,Full thread length,unilateral,,0.0,,,0.986,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D13,7.0,mm,Radius,bilateral,0.13,0.13,,,0.986,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D14,4.5,mm,Height/Length,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D15,12.06,mm,Incomplete thread length,unilateral,0.0,,,,0.986,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D16,8.26,mm,Hole diameter,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D17,6.0,mm,Radius,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D18,1.58,mm,Radius,bilateral,0.41,0.41,,,0.986,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D19,82.57,mm,Length,missing,,,,,0.7819999999999999,7,False
Data\5377631-01-Rare_case.pdf,5377631-01,D20,428.22,mm,Distance from axis B,bilateral,0.13,0.13,,,0.986,7,False
